date,year,redemption_pct,min_steth_price,min_discount,min_discount_pct,steth_requested,steth_outstanding
2025-09-16,2025,0.001888155194326978,4440.228427808372,-0.004747445959387,-0.4747445959387,16253.641882125949,8608212.89
2025-09-17,2025,0.0005832729459841356,4437.4357945744905,-0.0040092798663527,-0.40092798663526996,5019.524730795451,8605790.42
2025-09-18,2025,0.001724006194141664,4563.518295915327,-0.0024598091054867,-0.24598091054867,14836.410301872698,8605775.52
2025-09-19,2025,0.0013620432260831492,4442.760234433106,-0.0019145069173657,-0.19145069173657,11683.045863079456,8577588.17
2025-09-20,2025,0.0003341100503419229,4459.4204708933,-0.0036159766314458,-0.36159766314458003,2857.5449921264603,8552705.88
2025-09-21,2025,0.0002436286787748512,4455.306749429154,-0.0035160110047426,-0.35160110047425996,2083.4347238437035,8551680.919999998
2025-09-22,2025,0.0005877336290246506,4140.128720286825,-0.0032821426023184,-0.32821426023184,5019.009792797419,8539599.48
2025-09-23,2025,0.0008390356381276006,4147.878707673053,-0.0040773779632966,-0.40773779632965995,7161.413616061883,8535291.34
2025-09-24,2025,0.0004390730124038825,4139.276949557362,-0.0027748489835607,-0.27748489835607,3747.2187324945353,8534386.37
2025-09-25,2025,0.0017840766300276135,3843.436240336203,-0.0046778950529712,-0.46778950529712,15236.181945231376,8540093.899999999
2025-09-26,2025,0.0022435686428699847,3862.535215275482,-0.0049147726468251,-0.49147726468251,19496.09256911307,8689768.7
2025-09-27,2025,0.0025020058088863215,3991.083029967753,-0.0023889303062046,-0.23889303062046,21437.53472528817,8568139.47
2025-09-28,2025,0.0029441741209530847,3979.679249580793,-0.0053121366833408,-0.53121366833408,25153.445023259505,8543463.8
2025-09-29,2025,0.0017631648427711222,4100.91237621886,-0.0036227513373141,-0.36227513373140996,15062.10864255327,8542654.82
2025-09-30,2025,0.0018116033642083776,4095.234531713008,-0.0036936977368638,-0.36936977368638,15461.455054790056,8534680.03
2025-10-01,2025,0.0007544842765066213,4124.99510586875,-0.002013577470431,-0.2013577470431,6433.750333362952,8527348.46
2025-10-02,2025,0.0009616751356224104,4339.235182284427,-0.005085246559937,-0.5085246559937,8198.798162439549,8525538.26
